Task Statement & Title	Step-by-Step Solution	Lecture	Exam Ticket
<b>Задача 1. Расчет дисперсии скалярного произведения</b><br><p>Векторы $q, k \in \mathbb{R}^{128}$ имеют независимые компоненты со стандартным отклонением $\sigma = 1$. Чему равно стандартное отклонение скалярного произведения $q \cdot k$ до масштабирования и после деления на $\sqrt{128}$?</p>	<p>1. Дисперсия до масштабирования: $\text{Var}(q \cdot k) = d_k = 128$. Стандартное отклонение: $\sigma = \sqrt{128} \approx 11.31$.</p> <p>2. После масштабирования: $\text{Var}\left(\frac{q \cdot k}{\sqrt{128}}\right) = \frac{128}{128} = 1.0$. Стандартное отклонение: $\sigma = 1.0$.</p>	Лекция_17	Билет_16_Внимание_и_самовнимание_(Q_K_V_маски)
<b>Задача 2. Подсчет параметров Multi-Head Attention</b><br><p>В модели $d_{\text{model}} = 768$, число голов $h = 12$, размерность головы $d_k = d_v = 64$. Сколько параметров содержат матрицы проекций $W^Q, W^K, W^V, W^O$ (без bias)?</p>	<p>Матрица $W^Q$: $768 \times (12 \cdot 64) = 768 \times 768 = 589\,824$.</p> <p>Матрицы $W^K, W^V, W^O$ имеют такой же размер: по $589\,824$.</p> <p>$$ \text{Всего параметров} = 4 \times 589\,824 = 2\,359\,296 \approx 2.36 \text{ млн} $$</p>	Лекция_17	Билет_16_Внимание_и_самовнимание_(Q_K_V_маски)
<b>Задача 3. Расчет памяти под матрицу внимания</b><br><p>Модель LLaMA обрабатывает последовательность длиной $T = 8192$ токенов при размере батча $B = 4$ и числе голов $h = 32$ (тип данных float16, 2 байта). Сколько мегабайт занимает в памяти одна матрица весов внимания $Q K^T$?</p>	<p>Число элементов матрицы: $B \times h \times T \times T = 4 \times 32 \times 8192 \times 8192 = 8\,589\,934\,592$ элементов.</p> <p>Объем в байтах: $8\,589\,934\,592 \times 2 \text{ байта} = 17\,179\,869\,184 \text{ байт} = 16 \text{ ГБ}$!</p> <p><strong>Вывод:</strong> Вот почему для длинных контекстов необходим FlashAttention (который не хранит эту матрицу в HBM).</p>	Лекция_17	Билет_16_Внимание_и_самовнимание_(Q_K_V_маски)
<b>Задача 4. Применение Causal Mask к матрице scores</b><br><p>Дана матрица логитов: $\begin{pmatrix} 2.0 & 5.0 \\ 1.0 & 3.0 \end{pmatrix}$. Примените Causal Mask и посчитайте веса внимания после Softmax.</p>	<p>Маска заменяет верхний правый элемент на $-\infty$:</p> <p>$$ \text{Masked Scores} = \begin{pmatrix} 2.0 & -\infty \\ 1.0 & 3.0 \end{pmatrix} $$</p> <p>Softmax по строкам:</p> <ul> <li>Строка 1: $\text{Softmax}([2.0, -\infty]) = [1.0, \, 0.0]$.</li> <li>Строка 2: $\text{Softmax}([1.0, 3.0]) = \left[\frac{e^1}{e^1 + e^3}, \frac{e^3}{e^1 + e^3}\right] \approx [0.119, \, 0.881]$.</li> </ul> <p>$$ A = \begin{pmatrix} 1.0 & 0.0 \\ 0.119 & 0.881 \end{pmatrix} $$</p>	Лекция_17	Билет_16_Внимание_и_самовнимание_(Q_K_V_маски)
<b>Задача 5. Размерность тензоров при Multi-Head Reshape</b><br><p>Тензор $Q$ имеет форму $(B=2, T=4, d=512)$. Мы хотим разбить его на $h=8$ голов. Каковы формы тензора после `.view()` и после `.transpose(1, 2)`?</p>	<p>1. После `view(B, T, h, d_k)`: размерность $(2, 4, 8, 64)$.</p> <p>2. После `transpose(1, 2)`: размерность $(B, h, T, d_k) = (2, 8, 4, 64)$.</p> <p>Это необходимо, чтобы батчевое матричное умножение выполнялось независимо для каждой головы.</p>	Лекция_17	Билет_16_Внимание_и_самовнимание_(Q_K_V_маски)
<b>Задача 6. Внимание к самому себе (Self-Focus)</b><br><p>Если вектор запроса $q_1$ и ключ $k_1$ совпадают ($q_1 = k_1$), а все остальные ключи $k_j$ ортогональны ему ($q_1 \cdot k_j = 0$), какой вес внимания получит токен 1 при $d_k=4$ и длине фразы $T=4$ ($q_1 \cdot k_1 = 4.0$)?</p>	<p>Логиты после деления на $\sqrt{4} = 2$:</p> <p>$z_1 = 4.0 / 2 = 2.0$. Для остальных: $z_2 = z_3 = z_4 = 0.0 / 2 = 0.0$.</p> <p>$\exp(z_1) = e^2 \approx 7.389$, $\exp(z_{2,3,4}) = 1.0$. Сумма: $7.389 + 3 \cdot 1.0 = 10.389$.</p> <p>$$ \alpha_1 = \frac{7.389}{10.389} \approx 0.711 \quad (71.1\%) $$</p> <p>Токен 1 забирает $71.1\%$ внимания, отдавая по $9.6\%$ остальным токенам.</p>	Лекция_17	Билет_16_Внимание_и_самовнимание_(Q_K_V_маски)
<b>Задача 1. Расчет памяти KV-кэша в Трансформере</b><br><p>Модель имеет $L = 32$ слоя, $h = 32$ головы, размерность головы $d_k = 128$. Контекст $T = 4096$ токенов, тип данных float16 (2 байта). Сколько мегабайт занимает KV-кэш для одного запроса ($B=1$)?</p>	<p>Формула размера KV-кэша:</p> <p>$$ \text{Память} = 2 \times L \times h \times d_k \times T \times \text{sizeof(float16)} $$</p> <p>(Множитель 2 — для сохранения и $K$, и $V$).</p> <p>$$ \text{Память} = 2 \times 32 \times 32 \times 128 \times 4096 \times 2 \text{ байта} = 2\,147\,483\,648 \text{ байт} = 2.0 \text{ ГБ}! $$</p> <p><strong>Для сравнения:</strong> LSTM на том же контексте заняла бы всего $32 \times 4096 \times 2 \text{ байта} \approx 256 \text{ КБ}$.</p>	Лекция_18	Билет_17_LSTM_vs_Трансформер
<b>Задача 2. Сравнение числа FLOPs при $T d$</b><br><p>Слой $d=1024$. Рассчитайте число операций FLOPs для LSTM ($8 T d^2$) и Attention ($4 T d^2 + 2 T^2 d$) при: (а) коротком тексте $T=128$; (б) длинном тексте $T=8192$.</p>	<p><strong>(а) При $T=128$ ($T \ll d$):</strong></p> <p>LSTM: $8 \times 128 \times 1024^2 \approx 1.07 \times 10^9$ FLOPs (1.07 GFLOPs).</p> <p>Attention: $4 \times 128 \times 1024^2 + 2 \times 128^2 \times 1024 = 0.537 \times 10^9 + 0.033 \times 10^9 = 0.57 \text{ GFLOPs}$.</p> <p><em>Attention требует в ~2 раза МЕНЬШЕ операций, чем 4 гейта LSTM!</em></p> <p><strong>(б) При $T=8192$ ($T \gg d$):</strong></p> <p>LSTM: $8 \times 8192 \times 1024^2 \approx 68.7 \text{ GFLOPs}$.</p> <p>Attention: $4 \times 8192 \times 1024^2 + 2 \times 8192^2 \times 1024 = 34.36 \times 10^9 + 137.44 \times 10^9 = 171.8 \text{ GFLOPs}$.</p> <p><em>Квадратичный член $2 T^2 d$ привел к тому, что Attention требует в 2.5 раза БОЛЬШЕ операций, чем LSTM.</em></p>	Лекция_18	Билет_17_LSTM_vs_Трансформер
<b>Задача 3. Максимальная длина пути градиента</b><br><p>В последовательности из 500 токенов посчитайте число нелинейных переходов между токеном 1 и токеном 500 в: (а) однослойной LSTM; (б) 6-слойном Transformer.</p>	<p>(а) В LSTM: 499 последовательных переходов по времени $\to O(T)$.</p> <p>(б) В 6-слойном Transformer: ровно 6 слоев внимания $\to O(L) = 6$ переходов (не зависит от длины 500!).</p>	Лекция_18	Билет_17_LSTM_vs_Трансформер
<b>Задача 4. Преимущество индуктивного смещения на игрушечном датасете</b><br><p>У нас есть датасет из 200 временных рядов (по 30 точек). Модель A — LSTM (10k параметров), модель B — Transformer (10k параметров). Какая модель с большей вероятностью переобучится без регуляризации?</p>	<p><strong>Модель B (Transformer)</strong> переобучится сильнее.</p> <p><strong>Причина:</strong> Трансформер не имеет встроенного понимания порядка времени и локальности соседних точек. Ему нужно выучить структуру взаимосвязей с нуля. LSTM за счет рекуррентной топологии жестко ограничена марковской структурой времени, что служит мощным регуляризатором на микровыборках.</p>	Лекция_18	Билет_17_LSTM_vs_Трансформер
<b>Задача 5. Пропускная способность при инференсе</b><br><p>На генерацию 1 токена LSTM тратит 0.1 мс независимо от шага. Трансформер тратит $0.05 + 0.0001 \times t$ мс на шаге $t$. На каком шаге $t$ инференс Трансформера станет медленнее LSTM?</p>	<p>Приравняем время:</p> <p>$$ 0.05 + 0.0001 \cdot t = 0.1 \implies 0.0001 \cdot t = 0.05 \implies t = \frac{0.05}{0.0001} = 500 $$</p> <p>До 500 токенов Трансформер быстрее за счет оптимизации вычислений, после 500 токенов LSTM становится быстрее из-за отсутствия накладных расходов на чтение растущего контекста.</p>	Лекция_18	Билет_17_LSTM_vs_Трансформер
<b>Задача 6. Сравнение масштабируемости (Scaling Laws)</b><br><p>Почему при увеличении параметров с 100M до 100B качество LSTM выходит на плато (насыщается), а качество Трансформеров подчиняется строгим степенным законам (Chinchilla Scaling Laws)?</p>	<p>В LSTM увеличение ширины $d$ утяжеляет матрицы перехода, но не решает фундаментальную проблему <strong>бутылочного горлышка сжатия всей истории в один вектор $h_t$</strong> и затухания градиента на глубине по времени. В Трансформере увеличение параметров прямо расширяет емкость прямого взаимодействия всех пар токенов без информационных узких мест.</p>	Лекция_18	Билет_17_LSTM_vs_Трансформер
<b>Задача 1. Расчет косинусного сходства (Cosine Similarity)</b><br><p>Даны векторы трех слов: $\vec{v}(\text{кот}) = [1, 2]$, $\vec{v}(\text{пес}) = [2, 4]$, $\vec{v}(\text{дом}) = [-2, 1]$. Найдите косинусное сходство между парами «кот-пес» и «кот-дом».</p>	<p>1. Пара «кот-пес»:</p> <p>Скалярное произведение: $1 \cdot 2 + 2 \cdot 4 = 2 + 8 = 10$.</p> <p>Нормы: $\|\vec{v}_{\text{кот}}\| = \sqrt{1^2 + 2^2} = \sqrt{5}$, $\|\vec{v}_{\text{пес}}\| = \sqrt{2^2 + 4^2} = \sqrt{20} = 2\sqrt{5}$.</p> <p>$$ \cos(\text{кот}, \text{пес}) = \frac{10}{\sqrt{5} \cdot 2\sqrt{5}} = \frac{10}{10} = 1.0 \quad (\text{Коллинеарны!}) $$</p> <p>2. Пара «кот-дом»:</p> <p>Скалярное произведение: $1 \cdot (-2) + 2 \cdot 1 = -2 + 2 = 0$.</p> <p>$$ \cos(\text{кот}, \text{дом}) = 0.0 \quad (\text{Ортогональны}) $$</p>	Лекция_19	Билет_18_Тексты_токенизация_Word2Vec
<b>Задача 2. Ручной шаг алгоритма BPE</b><br><p>Дан мини-корпус со счетчиками слов: <code>{"н и з к и й &lt;/w&gt;": 5, "н и з о к &lt;/w&gt;": 2, "в ы с о к и й &lt;/w&gt;": 3}</code>. Какая пара символов будет объединена на первом шаге BPE?</p>	<p>Посчитаем частоты всех пар:</p> <ul> <li><code>(н, и)</code>: 5 + 2 = 7</li> <li><code>(и, з)</code>: 5 + 2 = 7</li> <li><code>(з, к)</code>: 5</li> <li><code>(к, и)</code>: 5 + 3 = 8</li> <li><code>(и, й)</code>: 5 + 3 = 8</li> <li><code>(й, &lt;/w&gt;)</code>: 5 + 3 = 8</li> <li><code>(з, о)</code>: 2</li> <li><code>(о, к)</code>: 2 + 3 = 5</li> <li><code>(в, ы)</code>: 3</li> <li><code>(ы, с)</code>: 3</li> <li><code>(с, о)</code>: 3</li> </ul> <p>Пары <code>(к, и)</code>, <code>(и, й)</code> и <code>(й, &lt;/w&gt;)</code> имеют максимальную частоту 8. Алгоритм выберет первую из них — <code>(к, и)</code> — и объединит в токен <code>ки</code>.</p>	Лекция_19	Билет_18_Тексты_токенизация_Word2Vec
<b>Задача 3. Подсчет обучающих пар в Skip-gram</b><br><p>Предложение: <em>«глубокое обучение трансформирует весь современный мир»</em> (6 слов). Размер окна контекста $c = 2$. Сколько обучающих пар $(w_I, w_O)$ сформирует Skip-gram без учета краев?</p>	<p>Для каждого центрального слова с полным окном генерируется $2c = 4$ пары.</p> <ul> <li>Слово 1 (глубокое): 2 соседа справа $\to$ 2 пары.</li> <li>Слово 2 (обучение): 1 слева, 2 справа $\to$ 3 пары.</li> <li>Слово 3 (трансформирует): 2 слева, 2 справа $\to$ 4 пары.</li> <li>Слово 4 (весь): 2 слева, 2 справа $\to$ 4 пары.</li> <li>Слово 5 (современный): 2 слева, 1 справа $\to$ 3 пары.</li> <li>Слово 6 (мир): 2 слева $\to$ 2 пары.</li> </ul> <p>$$ \text{Всего пар} = 2 + 3 + 4 + 4 + 3 + 2 = 18 \text{ пар} $$</p>	Лекция_19	Билет_18_Тексты_токенизация_Word2Vec
<b>Задача 4. Подсчет параметров Word2Vec</b><br><p>Словарь содержит $|V| = 100\,000$ слов, размерность эмбеддинга $d = 300$. Сколько суммарно параметров содержат матрицы $W$ и $W'$ модели Word2Vec?</p>	<p>Матрица $W$ (входная): $100\,000 \times 300 = 30\,000\,000$.</p> <p>Матрица $W'$ (выходная): $100\,000 \times 300 = 30\,000\,000$.</p> <p>$$ \text{Итого} = 60\,000\,000 \text{ параметров} \approx 240 \text{ МБ (в float32)} $$</p>	Лекция_19	Билет_18_Тексты_токенизация_Word2Vec
<b>Задача 5. Расчет вероятности Negative Sampling со степенью 0.75</b><br><p>В словаре два слова: слово A встретилось 10 000 раз, слово B — 16 раз. Во сколько раз отношение частот изменится после возведения в степень 0.75?</p>	<p>1. Исходное отношение: $\frac{10\,000}{16} = 625$ раз.</p> <p>2. После степени 0.75:</p> <p>$10\,000^{0.75} = (10^4)^{3/4} = 10^3 = 1000$.</p> <p>$16^{0.75} = (2^4)^{3/4} = 2^3 = 8$.</p> <p>Новое отношение: $\frac{1000}{8} = 125$ раз.</p> <p><strong>Вывод:</strong> Относительная вероятность выбора редкого слова B в качестве негативного примера выросла в 5 раз!</p>	Лекция_19	Билет_18_Тексты_токенизация_Word2Vec
<b>Задача 6. Векторная семантическая аналогия</b><br><p>Даны векторы: $\vec{v}(\text{Франция}) = [2, 1]$, $\vec{v}(\text{Париж}) = [2, 3]$, $\vec{v}(\text{Германия}) = [5, 1]$. Найдите вектор целевого слова $X$ по правилу: $\vec{v}(\text{Париж}) - \vec{v}(\text{Франция}) + \vec{v}(\text{Германия})$.</p>	<p>$$ \vec{v}(X) = [2, 3] - [2, 1] + [5, 1] = [0, 2] + [5, 1] = [5, 3] $$</p> <p>Среди векторов словаря ищется слово с максимальным косинусным сходством к вектору $[5, 3]$ — это будет вектор слова <strong>«Берлин»</strong>.</p>	Лекция_19	Билет_18_Тексты_токенизация_Word2Vec
<b>Задача 1. Расчет Перплексии по потерям</b><br><p>Языковая модель показала усредненный лосс кросс-энтропии $\text{NLL} = 2.3026$ (натуральный логарифм). Чему равна Перплексия модели?</p>	<p>$$ \text{PPL} = \exp(2.3026) = e^{2.3026} \approx 10.0 $$</p> <p>Модель выбирает следующее слово с уверенностью, эквивалентной выбору из 10 равновероятных слов.</p>	Лекция_20	Билет_19_Машинный_перевод_BLEU
<b>Задача 2. Расчет Brevity Penalty</b><br><p>Длина эталона $r = 20$ слов, длина перевода модели $c = 15$ слов. Рассчитайте коэффициент Brevity Penalty.</p>	<p>Так как $c < r$:</p> <p>$$ \text{BP} = \exp\left(1 - \frac{20}{15}\right) = \exp\left(1 - 1.333\right) = \exp(-0.333) \approx 0.7165 $$</p> <p>Итоговый скор BLEU будет уменьшен почти на $28\%$ из-за неполноты длины.</p>	Лекция_20	Билет_19_Машинный_перевод_BLEU
<b>Задача 3. Ручной расчет Top-p (Nucleus) пула</b><br><p>Словарь и вероятности: $w_1: 0.50$, $w_2: 0.25$, $w_3: 0.15$, $w_4: 0.07$, $w_5: 0.03$. Задан порог $p = 0.85$. Какие слова войдут в ядро Nucleus?</p>	<p>Считаем накопленную (кумулятивную) сумму вероятностей по убыванию:</p> <ul> <li>$w_1$: $0.50 \le 0.85$ (берем). Накоплено: 0.50.</li> <li>$w_2$: $0.50 + 0.25 = 0.75 \le 0.85$ (берем). Накоплено: 0.75.</li> <li>$w_3$: $0.75 + 0.15 = 0.90 \ge 0.85$ (берем и останавливаемся, порог $0.85$ достигнут!).</li> </ul> <p>В ядро войдут слова: <strong>$\{w_1, w_2, w_3\}$</strong>. Слова $w_4$ и $w_5$ отсекаются.</p>	Лекция_20	Билет_19_Машинный_перевод_BLEU
<b>Задача 4. Влияние температуры на вероятности</b><br><p>Логиты двух токенов: $z_1 = 4.0, z_2 = 2.0$. Найдите вероятность $P(w_1)$ при: (а) $T=1.0$; (б) $T=2.0$.</p>	<p><strong>(а) При $T=1.0$:</strong></p> <p>$P(w_1) = \frac{e^4}{e^4 + e^2} = \frac{54.6}{54.6 + 7.39} = \frac{54.6}{61.99} \approx 0.881 \quad (88.1\%)$.</p> <p><strong>(б) При $T=2.0$:</strong></p> <p>Логиты делятся на 2: $z_1' = 2.0, z_2' = 1.0$.</p> <p>$P(w_1) = \frac{e^2}{e^2 + e^1} = \frac{7.39}{7.39 + 2.72} = \frac{7.39}{10.11} \approx 0.731 \quad (73.1\%)$.</p> <p><em>Повышение температуры снизило доминирование лидера с 88.1% до 73.1%.</em></p>	Лекция_20	Билет_19_Машинный_перевод_BLEU
<b>Задача 5. Геометрическое зануление BLEU</b><br><p>Перевод модели: $p_1 = 0.8, p_2 = 0.6, p_3 = 0.4, p_4 = 0.0$. Чему равен классический BLEU-4?</p>	<p>В формуле BLEU используется геометрическое среднее: $\exp\left(\frac{1}{4} \sum \ln p_n\right) = (p_1 p_2 p_3 p_4)^{1/4}$.</p> <p>Так как $p_4 = 0.0$, то $(0.8 \cdot 0.6 \cdot 0.4 \cdot 0.0)^{1/4} = 0.0$.</p> <p>$$ \text{BLEU-4} = 0.0 $$</p> <p><strong>Примечание:</strong> В современных библиотеках (SacreBLEU) для коротких фраз применяют сглаживание (Smoothing), заменяя $0$ на малое значение $\epsilon$.</p>	Лекция_20	Билет_19_Машинный_перевод_BLEU
<b>Задача 6. Сравнение Beam Search с шириной B=1 и B=4</b><br><p>Пусть словарь $|V| = 32\,000$, длина генерации $T = 50$. Сколько вызовов модели на шаг требуется при Greedy Search ($B=1$) и Beam Search ($B=4$)?</p>	<p>При $B=1$: на каждом шаге обрабатывается 1 гипотеза $\to 50$ прогонов декодера.</p> <p>При $B=4$: на каждом шаге обрабатывается $B=4$ гипотезы параллельно (размер батча 4) $\to 4 \times 50 = 200$ прогонов.</p>	Лекция_20	Билет_19_Машинный_перевод_BLEU
<b>Задача 1. Расчет числа обучаемых параметров в LoRA</b><br><p>Матрицы внимания в LLaMA: $W^Q, W^V \in \mathbb{R}^{4096 \times 4096}$. Применяем LoRA ранга $r = 8$. Сколько параметров содержат матрицы $A$ и $B$ для одного линейного слоя? Во сколько раз это меньше полного слоя?</p>	<p>1. Полный слой $W_0$: $4096 \times 4096 = 16\,777\,216$ параметров.</p> <p>2. LoRA адаптер: $A \in \mathbb{R}^{4096 \times 8}$ ($32\,768$), $B \in \mathbb{R}^{8 \times 4096}$ ($32\,768$).</p> <p>$$ \text{Параметры LoRA} = 32\,768 + 32\,768 = 65\,536 $$</p> <p>Коэффициент сжатия: $\frac{16\,777\,216}{65\,536} = 256$ раз (сокращение на <strong>99.61%</strong>!).</p>	Лекция_21	Билет_20_Архитектуры_Энкодер_Декодер_Энкодер-Декодер
<b>Задача 2. Расчет маскирования токенов в BERT (MLM)</b><br><p>Предложение содержит 100 токенов. Сколько токенов будет выбрано для MLM? Сколько из них станут `[MASK]`, сколько заменятся на случайное слово и сколько останутся без изменений?</p>	<p>1. Всего для MLM: $15\% \times 100 = 15$ токенов.</p> <p>2. Распределение:</p> <ul> <li>$80\%$ заменятся на `[MASK]`: $0.8 \times 15 = 12$ токенов.</li> <li>$10\%$ заменятся случайным словом: $0.1 \times 15 = 1.5 \to 1–2$ токена.</li> <li>$10\%$ останутся без изменений: $0.1 \times 15 = 1.5 \to 1–2$ токена.</li> </ul>	Лекция_21	Билет_20_Архитектуры_Энкодер_Декодер_Энкодер-Декодер
<b>Задача 3. Память состояний оптимизатора Adam при полном FT vs LoRA</b><br><p>Модель 7B параметров (float16, 14 ГБ весов). Оптимизатор Adam хранит 2 состояния на каждый параметр (float32, 8 байт). Сколько памяти займет Adam при полном Fine-tuning и при LoRA ($0.1\%$ параметров)?</p>	<p>1. Полный Fine-tuning:</p> <p>$7 \times 10^9 \times 8 \text{ байт} = 56 \text{ ГБ}$ VRAM только под оптимизатор!</p> <p>2. При LoRA (0.1% параметров = 7M параметров):</p> <p>$7 \times 10^6 \times 8 \text{ байт} = 56 \text{ МБ}$ VRAM.</p> <p><em>LoRA снижает требования к видеопамяти под градиенты и оптимизатор в 1000 раз.</em></p>	Лекция_21	Билет_20_Архитектуры_Энкодер_Декодер_Энкодер-Декодер
<b>Задача 4. Определение типа маски внимания по архитектуре</b><br><p>У нас есть три модели: BERT, GPT-3 и Энкодер модели T5. Какие из них используют причинную маску $M_{ij} = -\infty$ при $j > i$ в слое Self-Attention?</p>	<p>Причинную маску использует <strong>только GPT-3</strong> (Decoder-only).</p> <p>BERT и Энкодер T5 используют двунаправленное самовнимание без маскирования будущих позиций.</p>	Лекция_21	Билет_20_Архитектуры_Энкодер_Декодер_Энкодер-Декодер
<b>Задача 5. Подсчет вычислений Span Corruption в T5</b><br><p>Входная последовательность $T=1000$ токенов. Мы замаскировали 15% токенов средними спанами по 3 слова (всего 50 спанов по 3 слова = 150 слов). Сколько токенов должен сгенерировать декодер T5 при предобучении?</p>	<p>Декодер генерирует токен-страж перед каждым спаном плюс сами скрытые слова:</p> <p>$$ \text{Длина выхода} = 50 \text{ токенов-стражей} + 150 \text{ восстановленных слов} = 200 \text{ токенов} $$</p> <p>Вместо генерации всех 1000 токенов декодер генерирует только 200, что ускоряет предобучение в 5 раз.</p>	Лекция_21	Билет_20_Архитектуры_Энкодер_Декодер_Энкодер-Декодер
<b>Задача 6. Объединение весов LoRA с базовой моделью для инференса</b><br><p>Пусть базовая матрица $W_0 \in \mathbb{R}^{4 \times 4}$, матрицы LoRA $A \in \mathbb{R}^{4 \times 1}, B \in \mathbb{R}^{1 \times 4}$, коэффициент масштабирования $\frac{\alpha}{r} = 1.0$. Как получить единую матрицу весов $W_{\text{merged}}$, чтобы инференс работал с нулевой дополнительной задержкой?</p>	<p>Перед развертыванием в продакшн вычисляется прямое матричное произведение $\Delta W = A \cdot B \in \mathbb{R}^{4 \times 4}$ и прибавляется к весам базовой модели:</p> $$ W_{\text{merged}} = W_0 + (A \cdot B) $$ <p>Полученная матрица $W_{\text{merged}}$ имеет точно такой же размер $4 \times 4$, как оригинальный слой. Во время инференса нет никаких накладных расходов на вычисление адаптеров!</p>	Лекция_21	Билет_20_Архитектуры_Энкодер_Декодер_Энкодер-Декодер
<b>Задача 1. Расчет дисконтированного дохода $G_0$ вручную</b><br><p>Агент получил последовательность наград: $r_1 = 2, r_2 = -1, r_3 = 4, r_4 = 10$ (терминальный шаг). Коэффициент дисконтирования $\gamma = 0.5$. Найдите доход $G_0$.</p>	<p>Формула: $G_0 = r_1 + \gamma r_2 + \gamma^2 r_3 + \gamma^3 r_4$.</p> <p>$$ G_0 = 2 + 0.5 \cdot (-1) + 0.25 \cdot 4 + 0.125 \cdot 10 $$</p> <p>$$ G_0 = 2 - 0.5 + 1.0 + 1.25 = 3.75 $$</p>	Лекция_22	Билет_21_RL_Строение_агента_MDP
<b>Задача 2. Рекуррентный пересчет дохода от конца траектории</b><br><p>Для той же траектории ($r_1=2, r_2=-1, r_3=4, r_4=10, \gamma=0.5$) найдите значения $G_3, G_2, G_1, G_0$ с конца через $G_t = r_{t+1} + \gamma G_{t+1}$.</p>	<ul> <li>$G_3 = r_4 = 10.0$ (терминальный шаг).</li> <li>$G_2 = r_3 + \gamma G_3 = 4 + 0.5 \cdot 10.0 = 4 + 5 = 9.0$.</li> <li>$G_1 = r_2 + \gamma G_2 = -1 + 0.5 \cdot 9.0 = -1 + 4.5 = 3.5$.</li> <li>$G_0 = r_1 + \gamma G_1 = 2 + 0.5 \cdot 3.5 = 2 + 1.75 = 3.75$.</li> </ul> <p>Значение $G_0 = 3.75$ в точности совпало!</p>	Лекция_22	Билет_21_RL_Строение_агента_MDP
<b>Задача 3. Расчет $V(s)$ через значения $Q(s, a)$</b><br><p>В состоянии $s$ доступны 3 действия. $Q(s, a_1) = 10, Q(s, a_2) = 2, Q(s, a_3) = -4$. Стохастическая стратегия агента: $\pi(a_1 \mid s) = 0.6, \pi(a_2 \mid s) = 0.3, \pi(a_3 \mid s) = 0.1$. Найдите $V^\pi(s)$.</p>	<p>Формула: $V^\pi(s) = \sum \pi(a \mid s) Q^\pi(s, a)$.</p> <p>$$ V^\pi(s) = 0.6 \cdot 10 + 0.3 \cdot 2 + 0.1 \cdot (-4) = 6.0 + 0.6 - 0.4 = 6.2 $$</p>	Лекция_22	Билет_21_RL_Строение_агента_MDP
<b>Задача 4. Теоретический предел бесконечного дохода</b><br><p>В бесконечной задаче агент на каждом шаге получает постоянную награду $r_t = 5$. Коэффициент дисконтирования $\gamma = 0.9$. Чему равен суммарный доход $G_t$?</p>	<p>Формула суммы бесконечной геометрической прогрессии:</p> <p>$$ G_t = \sum_{k=0}^\infty \gamma^k r = \frac{r}{1 - \gamma} = \frac{5}{1 - 0.9} = \frac{5}{0.1} = 50.0 $$</p>	Лекция_22	Билет_21_RL_Строение_агента_MDP
<b>Задача 5. Расчет эффективного горизонта планирования</b><br><p>При $\gamma = 0.99$, через сколько шагов $k$ влияние будущей награды $r_{t+k}$ уменьшится в $e \approx 2.718$ раз ($\gamma^k \approx 1/e$)?</p>	<p>Используем приближение $\ln(1 - x) \approx -x$:</p> <p>$$ \gamma^k = (1 - 0.01)^k \approx e^{-0.01 k} = e^{-1} \implies 0.01 k = 1 \implies k = \frac{1}{1 - \gamma} = \frac{1}{0.01} = 100 \text{ шагов} $$</p> <p>Эффективный горизонт планирования при $\gamma=0.99$ составляет около 100 шагов.</p>	Лекция_22	Билет_21_RL_Строение_агента_MDP
<b>Задача 6. Проверка марковского свойства на физической задаче</b><br><p>Положение маятника описывается координатой угла $\theta_t$. Является ли состояние $s_t = (\theta_t)$ марковским для прогноза угла на следующем шаге $\theta_{t+1}$? Если нет, как сделать его марковским?</p>	<p><strong>Нет, не является.</strong> Зная только угол $\theta_t$, мы не знаем, куда маятник движется (по часовой стрелке или против) и с какой скоростью.</p> <p><strong>Решение:</strong> Включить угловую скорость $\dot{\theta}_t$ в вектор состояния: $s_t = (\theta_t, \dot{\theta}_t)$. В механике Ньютона положение и скорость в момент $t$ однозначно определяют положение в момент $t+1$, делая состояние марковским.</p>	Лекция_22	Билет_21_RL_Строение_агента_MDP
<b>Задача 1. Расчет $V^*(s)$ по доступным $Q^*(s, a)$</b><br><p>В состоянии $s$ агент может пойти в 3 стороны: $Q^*(s, \text{влево}) = 5.2$, $Q^*(s, \text{прямо}) = 8.7$, $Q^*(s, \text{вправо}) = 4.1$. Чему равно оптимальное значение ценности состояния $V^*(s)$ и каково оптимальное действие $\pi^*(s)$?</p>	<p>Формула: $V^*(s) = \max_a Q^*(s, a)$.</p> <p>$$ V^*(s) = \max(5.2, 8.7, 4.1) = 8.7 $$</p> <p>$$ \pi^*(s) = \arg\max_a Q^*(s, a) = \text{«прямо»} $$</p>	Лекция_23	Билет_22_(ч.1)_Уравнение_Беллмана
<b>Задача 2. Ручной расчет шага оператора Беллмана</b><br><p>Из состояния $s$ действие $a_1$ дает немедленную награду $r=3$ и переводит в $s_1$ ($V_0(s_1) = 10$). Действие $a_2$ дает $r=1$ и переводит в $s_2$ ($V_0(s_2) = 20$). Коэффициент $\gamma = 0.8$. Найдите $V_1(s) = (\mathcal{T}^* V_0)(s)$.</p>	<p>1. Для $a_1$: $Q(s, a_1) = 3 + 0.8 \cdot 10 = 3 + 8 = 11$.</p> <p>2. Для $a_2$: $Q(s, a_2) = 1 + 0.8 \cdot 20 = 1 + 16 = 17$.</p> <p>$$ V_1(s) = \max(11, 17) = 17 $$</p>	Лекция_23	Билет_22_(ч.1)_Уравнение_Беллмана
